"sector","village","HHID","income1","income2","days_flour","days_bread","source_flour","source_bread"
"Gahengeri","Akabuga",4003,60000,"80000",4,0,5,NA
"Gahengeri","Akabuga",4080,12000,"0",3,0,1,NA
"Gahengeri","Akabuga",4081,0,"1500000",7,7,5,5
"Gahengeri","Akabuga",4083,0,"200000",7,0,6,NA
"Gahengeri","Akabuga",4086,15000,"6000",2,2,5,5
"Gahengeri","Akabuga",4088,15000,"0",4,0,5,NA
"Gahengeri","Akabuga",4089,0,"0",2,0,5,NA
"Gahengeri","Akabuga",4090,2000,"0",3,0,5,NA
"Gahengeri","Akabuga",4091,0,"0",2,0,5,NA
"Gahengeri","Akabuga",4213,50000,"130000",5,0,1,NA
"Gahengeri","Akabuga",4214,10000,"0",7,0,1,NA
"Gahengeri","Akabuga",4216,0,"0",7,0,5,NA
"Gahengeri","Akabuga",4217,6000,"0",4,0,1,NA
"Gahengeri","Akabuga",4218,0,"0",0,0,NA,NA
"Gahengeri","Akabuga",4220,28000,"90000",7,0,5,NA
"Gahengeri","Akabuga",4221,33000,"0",0,0,NA,NA
"Gahengeri","Akabuga",4223,0,"0",5,0,1,NA
"Gahengeri","Akabuga",4224,0,"0",3,0,1,NA
"Gahengeri","Akabuga",4227,40000,"0",7,0,1,NA
"Gahengeri","Akabuga",4229,12500,"0",7,0,1,NA
"Gahengeri","Akabuga",4230,23000,"0",7,0,1,NA
"Gahengeri","Akabuga",4231,0,"80000",7,0,5,NA
"Gahengeri","Akabuga",4232,0,"80000",2,0,5,NA
"Gahengeri","Akabuga",4234,15100,"1000000",2,3,5,5
"Gahengeri","Akabuga",4240,0,"50000",0,0,NA,NA
"Gahengeri","Akabuga",4242,0,"0",5,0,5,NA
"Gahengeri","Akabuga",4243,1600,"0",0,0,NA,NA
"Gahengeri","Akabuga",4244,15000,"0",3,0,3,NA
"Gahengeri","Akabuga",4245,0,"0",0,0,NA,NA
"Gahengeri","Akabuga",4246,2400,"0",5,0,5,NA
"Gahengeri","Akabuga",4247,112700,"550000",5,0,5,NA
"Gahengeri","Akabuga",4248,230000,"0",1,0,5,NA
"Gahengeri","Akabuga",4250,16000,"5000",0,0,NA,NA
"Gahengeri","Akabuga",4252,50000,"30000",2,0,5,NA
"Gahengeri","Akabuga",4314,15000,"0",1,0,5,NA
"Gahengeri","Akabuga",4316,0,"1500000",2,4,5,5
"Gahengeri","Akabuga",4317,180000,"1000000",4,5,5,5
"Gahengeri","Akabuga",4318,0,"0",5,0,5,NA
"Gahengeri","Akabuga",4335,0,"1800000",0,0,NA,NA
"Gahengeri","Akabuga",4340,0,"0",1,0,1,NA
"Gahengeri","Akabuga",4342,0,"45000",5,0,5,NA
"Gahengeri","Akabuga",4350,727000,"0",6,0,5,NA
"Gahengeri","Akabuga",4354,0,"0",0,0,NA,NA
"Gahengeri","Akabuga",4359,0,"120000",7,0,1,NA
"Gahengeri","Akabuga",4361,0,"0",7,0,5,NA
"Gahengeri","Akabuga",4368,0,"0",3,0,5,NA
"Gahengeri","Kabigondo",2078,0,"100000",3,2,1,5
"Gahengeri","Kabigondo",2080,0,"0",0,0,NA,NA
"Gahengeri","Kabigondo",2091,0,"0",1,0,5,NA
"Gahengeri","Kabigondo",2092,80000,"0",4,0,1,NA
"Gahengeri","Kabigondo",2094,11000,"0",2,0,5,NA
"Gahengeri","Kabuye",2054,70000,"50000",2,0,1,NA
"Gahengeri","Kabuye",2056,0,"0",0,0,NA,NA
"Gahengeri","Kabuye",2058,39200,"20000",5,1,5,5
"Gahengeri","Kabuye",2059,0,"0",1,0,5,NA
"Gahengeri","Kabuye",2060,0,"25000",1,0,1,NA
"Gahengeri","Kanserege",2062,3e+05,"250000",3,0,1,NA
"Gahengeri","Kanserege",2063,0,"0",5,0,5,NA
"Gahengeri","Kanserege",2064,3000,"0",3,0,5,NA
"Gahengeri","Kanserege",2065,0,"58000",3,0,5,NA
"Gahengeri","Karutimbo",2066,1000,"0",0,0,NA,NA
"Gahengeri","Karutimbo",2067,190000,"0",7,0,5,NA
"Gahengeri","Karutimbo",2068,50000,"0",2,0,1,NA
"Gahengeri","Karutimbo",2070,0,"50000",3,0,1,NA
"Gahengeri","Karutimbo",2071,0,"50000",2,0,1,NA
"Gahengeri","Karutimbo",2073,0,"0",0,0,NA,NA
"Gahengeri","Kiruruma",2093,7000,"0",0,0,NA,NA
"Gahengeri","Nyamugari",2098,5000,"0",1,0,5,NA
"Gahengeri","Nyamugari",2100,0,"0",2,0,5,NA
"Gahengeri","Nyamugari",3120,2250,"0",3,0,5,NA
"Gahengeri","Nyamugari",3121,1750,"0",3,2,1,5
"Gahengeri","Nyamugari",3123,20000,"5000",7,0,1,NA
"Gahengeri","Nyamugari",3124,3850,"15000",3,0,5,NA
"Gahengeri","Rebero",2042,43500,"0",2,0,1,NA
"Gahengeri","Rebero",2046,5000,"15000",2,2,1,5
"Gahengeri","Rebero",2047,18500,"0",0,0,NA,NA
"Gahengeri","Rebero",2048,60000,"0",7,0,1,NA
"Gahengeri","Rurambi",2010,0,"0",1,0,1,NA
"Gahengeri","Rurambi",2051,0,"70000",7,0,5,NA
"Gahengeri","Rurambi",2052,0,"0",0,0,NA,NA
"Gahengeri","Rurambi",2053,0,"0",7,1,5,5
"Gahengeri","Rurambi",2083,20000,"220000",1,0,5,NA
"Gahengeri","Rurambi",2084,30000,"35000",1,0,5,NA
"Gahengeri","Rurambi",2085,0,"0",7,0,5,NA
"Gahengeri","Rurambi",2086,1e+05,"0",3,0,1,NA
"Gahengeri","Rurambi",2088,659000,"0",4,0,1,NA
"Gahengeri","Rurambi",2089,0,"170000",2,0,1,NA
"Gahengeri","Rwarugaju",4092,0,"0",4,0,1,NA
"Gahengeri","Rwarugaju",4093,15000,"0",3,0,1,NA
"Gahengeri","Rwarugaju",4094,0,"0",2,7,5,5
"Gahengeri","Rwarugaju",4096,0,"0",4,0,5,NA
"Gahengeri","Rwarugaju",4254,12000,"0",1,7,5,5
"Gahengeri","Rwarugaju",4255,0,"0",5,2,1,5
"Gahengeri","Rwarugaju",4256,4000,"0",0,0,NA,NA
"Gahengeri","Rwarugaju",4257,0,"0",7,0,1,NA
"Gahengeri","Rwarugaju",4258,0,"0",7,0,1,NA
"Gahengeri","Rwarugaju",4259,0,"0",7,0,5,NA
"Gahengeri","Rwarugaju",4260,220000,"300000",7,1,1,5
"Gahengeri","Rwarugaju",4262,0,"0",0,0,NA,NA
"Gahengeri","Rwarugaju",4263,0,"0",7,0,5,NA
"Gahengeri","Rwarugaju",4264,0,"150000",2,0,5,NA
"Gahengeri","Rwarugaju",4265,0,"0",4,0,5,NA
"Gahengeri","Rwarugaju",4266,210000,"50000",0,0,NA,NA
"Gahengeri","Rwarugaju",4267,80000,"0",7,0,1,NA
"Gahengeri","Rwarugaju",4269,0,"0",3,0,5,NA
"Gahengeri","Rwarugaju",4271,2e+05,"0",1,0,5,NA
"Gahengeri","Rwarugaju",4272,150000,"200000",1,0,5,NA
"Gahengeri","Rwarugaju",4273,10000,"0",12,2,5,5
"Gahengeri","Rwarugaju",4274,135000,"0",14,0,5,NA
"Gahengeri","Rwarugaju",4275,10000,"0",7,0,5,NA
"Gahengeri","Rwarugaju",4276,0,"0",5,0,5,NA
"Gahengeri","Rwarugaju",4277,0,"2100",7,1,1,5
"Gahengeri","Rwarugaju",4278,0,"0",3,2,1,5
"Gahengeri","Rwarugaju",4372,3e+05,"0",7,0,1,NA
"Gahengeri","Samatare",4004,0,"14000",7,0,1,NA
"Gahengeri","Samatare",4005,150000,"0",2,0,5,NA
"Gahengeri","Samatare",4006,0,"0",3,0,5,NA
"Gahengeri","Samatare",4097,119000,"150000",3,0,5,NA
"Gahengeri","Samatare",4098,0,"0",5,0,1,NA
"Gahengeri","Samatare",4101,50000,"90000",1,0,5,NA
"Gahengeri","Samatare",4103,0,"0",7,0,1,NA
"Gahengeri","Samatare",4279,64000,"0",7,0,5,NA
"Gahengeri","Samatare",4280,20750,"0",7,0,5,NA
"Gahengeri","Samatare",4282,0,"0",2,0,5,NA
"Gahengeri","Samatare",4285,75000,"0",2,0,5,NA
"Gahengeri","Samatare",4288,0,"200000",3,0,1,NA
"Gahengeri","Samatare",4289,0,"0",1,0,5,NA
"Gahengeri","Samatare",4290,0,"0",3,0,1,NA
"Gahengeri","Samatare",4291,0,"18000",7,1,1,5
"Gahengeri","Samatare",4292,0,"0",3,0,5,NA
"Gahengeri","Samatare",4293,3e+05,"150000",8,0,1,NA
"Gahengeri","Samatare",4294,0,"15000",7,0,5,NA
"Gahengeri","Samatare",4297,104000,"0",7,0,1,NA
"Gahengeri","Samatare",4298,0,"0",3,0,1,NA
"Gahengeri","Samatare",4299,60000,"0",1,1,5,5
"Gahengeri","Samatare",4301,3e+05,"0",5,0,5,NA
"Gahengeri","Samatare",4303,14000,"0",2,0,1,NA
"Gahengeri","Samatare",4305,0,"0",3,0,1,NA
"Gahengeri","Samatare",4306,57500,"0",4,0,1,NA
"Gahengeri","Samatare",4307,336000,"0",6,0,5,NA
"Gahengeri","Samatare",4308,0,"0",7,0,1,NA
"Gahengeri","Samatare",4309,0,"0",7,0,1,NA
"Gahengeri","Samatare",4310,120000,"41000",7,0,5,NA
"Gahengeri","Samatare",4311,30000,"0",5,0,1,NA
"Gahengeri","Samatare",4312,0,"0",0,0,NA,NA
"Gahengeri","Samatare",4313,4000,"7000",3,2,5,5
"Gahengeri","Samatare",4319,0,"0",3,0,5,NA
"Gahengeri","Samatare",4322,0,"240000",7,2,1,5
"Gahengeri","Samatare",4323,0,"0",14,0,1,NA
"Gahengeri","Samatare",4329,0,"40000",3,0,5,NA
"Gahengeri","Samatare",4330,0,"0",3,0,5,NA
"Gahengeri","Samatare",4333,0,"0",5,7,5,5
"Gahengeri","Samatare",4336,50000,"0",7,2,1,5
"Gahengeri","Samatare",4339,0,"0",3,1,5,5
"Kabare","Gahombya",5096,20000,"0",0,0,NA,NA
"Kabare","Gahombya",5097,5400,"100000",1,0,5,NA
"Kabare","Gahombya",5098,0,"50000",5,0,5,NA
"Kabare","Gahombya",5099,1e+05,"0",1,3,5,5
"Kabare","Kacyiru",5036,30000,"150000",3,0,1,NA
"Kabare","Kacyiru",5037,0,"25000",5,0,5,NA
"Kabare","Kacyiru",5038,30000,"0",7,0,1,NA
"Kabare","Kacyiru",5039,80000,"70000",0,0,NA,NA
"Kabare","Kacyiru",5040,80000,"22500",2,0,5,NA
"Kabare","Kacyiru",5041,170000,"0",1,0,5,NA
"Kabare","Kacyiru",5043,70000,"200000",7,0,5,NA
"Kabare","Kacyiru",5044,15000,"0",3,0,1,NA
"Kabare","Kacyiru",5045,250000,"0",3,0,1,NA
"Kabare","Kajevuba",5102,48000,"500000",7,0,5,NA
"Kabare","Kajevuba",5103,0,"0",2,0,1,NA
"Kabare","Kajevuba",5105,8000,"15000",1,0,5,NA
"Kabare","Kanyetonga",5046,17000,"80000",2,0,5,NA
"Kabare","Kanyetonga",5047,4000,"20000",4,0,5,NA
"Kabare","Kanyetonga",5049,0,"0",3,0,1,NA
"Kabare","Kibimba",5001,0,"0",2,0,5,NA
"Kabare","Kibimba",5003,50000,"10000",2,0,5,NA
"Kabare","Kibimba",5004,0,"0",4,0,5,NA
"Kabare","Kibimba",5051,38000,"60000",1,0,1,NA
"Kabare","Kibimba",5052,30000,"5000",3,0,1,NA
"Kabare","Kibimba",5053,60000,"70000",7,0,1,NA
"Kabare","Kibimba",5054,4000,"0",0,0,NA,NA
"Kabare","Kibimba",5056,130000,"80000",3,0,1,NA
"Kabare","Kibimba",5057,0,"2000",7,0,1,NA
"Kabare","Kibimba",5058,1e+05,"0",7,0,5,NA
"Kabare","Kibimba",5059,2e+05,"0",2,0,1,NA
"Kabare","Kiburara",5063,5000,"150000",2,0,5,NA
"Kabare","Kiburara",5064,150000,"0",0,1,NA,5
"Kabare","Kiburara",5066,0,"0",3,0,5,NA
"Kabare","Kiburara",5067,800,"0",2,0,5,NA
"Kabare","Kiburara",5068,0,"15000",2,0,5,NA
"Kabare","Kiburara",5072,0,"148000",5,0,5,NA
"Kabare","Kiburara",5073,80000,"100000",3,0,5,NA
"Kabare","Kiburara",5074,0,"80000",7,0,5,NA
"Kabare","Kiburara",5076,0,"100000",4,0,1,NA
"Kabare","Kiburara",5078,0,"5000",3,0,5,NA
"Kabare","Kiburara",5079,30000,"20000",3,0,1,NA
"Kabare","Kiburara",5080,30000,"0",7,0,1,NA
"Kabare","Kibuye",5007,585000,"50000",3,0,1,NA
"Kabare","Kibuye",5008,20000,"0",2,0,5,NA
"Kabare","Kibuye",5009,10000,"6000",2,0,5,NA
"Kabare","Kibuye",5011,60000,"0",3,0,5,NA
"Kabare","Kibuye",5012,0,"0",0,0,NA,NA
"Kabare","Kibuye",5013,0,"0",3,0,5,NA
"Kabare","Kibuye",5014,240000,"0",7,0,5,NA
"Kabare","Ntungamo",5016,0,"0",0,0,NA,NA
"Kabare","Ntungamo",5017,30000,"0",2,0,1,NA
"Kabare","Ntungamo",5019,0,"200000",7,7,1,5
"Kabare","Ntungamo",5020,0,"0",4,1,1,5
"Kabare","Nyabugogo",5021,0,"50000",2,0,5,NA
"Kabare","Nyabugogo",5026,0,"0",0,2,NA,5
"Kabare","Nyabugogo",5027,2e+05,"0",0,4,NA,5
"Kabare","Nyabugogo",5028,50000,"0",7,0,5,NA
"Kabare","Nyabugogo",5029,12000,"0",1,0,5,NA
"Kabare","Nyabugogo",5031,0,"1000000",3,7,5,5
"Kabare","Nyabugogo",7107,111700,"65000",3,0,5,NA
"Kabare","Nyabugogo",7113,40000,"0",0,0,NA,NA
"Kabare","Nyabugogo",7114,150000,"40000",0,2,NA,5
"Kabare","Nyabugogo",7116,0,"0",3,0,6,NA
"Kabare","Nyabugogo",7117,26000,"0",7,0,5,NA
"Kabare","Nyabugogo",7118,0,"30000",6,0,5,NA
"Kabare","Nyabugogo",7119,17000,"0",2,0,5,NA
"Kabare","Nyabugogo",7121,36000,"0",0,0,NA,NA
"Kabare","Nyabugogo",7123,70000,"0",1,0,5,NA
"Kabare","Rugunga",5106,0,"0",0,0,NA,NA
"Kabare","Rugunga",5107,10000,"0",3,0,5,NA
"Kabare","Rugunga",5108,9000,"0",4,0,5,NA
"Kabare","Rugunga",5109,378000,"108000",1,0,5,NA
"Kabare","Rugunga",5111,110000,"36000",5,0,5,NA
"Kabare","Rugunga",5112,0,"200000",3,0,5,NA
"Kabare","Rugunga",5113,21700,"0",2,0,5,NA
"Kabare","Rugunga",5114,0,"18000",0,0,NA,NA
"Kabare","Rwabarema",5081,15000,"0",2,0,5,NA
"Kabare","Rwabarema",5083,0,"0",1,2,1,5
"Kabare","Rwabarema",5084,10500,"10000",4,0,1,NA
"Kabare","Rwakavuna",5086,50000,"0",4,0,5,NA
"Kabare","Rwakavuna",5087,0,"0",0,0,NA,NA
"Kabare","Rwakavuna",5088,80000,"0",7,0,5,NA
"Kabare","Rwakavuna",5090,60000,"0",0,0,NA,NA
"Kabare","Rwakavuna",5091,0,"0",7,0,1,NA
"Kabare","Rwakavuna",5092,0,"0",2,0,1,NA
"Kabare","Rwakavuna",5094,3000,"0",6,0,1,NA
"Kabare","Rwakavuna",5095,0,"0",4,1,1,5
"Karenge","Cyerwa",3051,40000,"0",3,0,1,NA
"Karenge","Cyerwa",3054,0,"0",3,0,1,NA
"Karenge","Cyerwa",3056,52000,"0",7,0,1,NA
"Karenge","Kanyangese",3036,0,"800000",7,2,5,5
"Karenge","Kanyangese",3041,50000,"60000",7,2,5,5
"Karenge","Kanyangese",3043,85000,"50000",7,0,1,NA
"Karenge","Kanyangese",3044,30000,"0",7,0,5,NA
"Karenge","Karenge",3021,0,"200000",1,0,5,NA
"Karenge","Karenge",3022,60000,"100000",7,1,1,5
"Karenge","Karenge",3023,50000,"0",1,2,5,5
"Karenge","Karenge",3024,3e+05,"0",3,2,1,5
"Karenge","Karenge",3024,3e+05,"0",3,2,1,5
"Karenge","Karenge",3025,220000,"20000",3,2,1,5
"Karenge","Ntebe",3028,50000,"300000",1,5,1,5
"Karenge","Ntebe",3029,0,"0",7,0,1,NA
"Karenge","Nyabubare",3047,12000,"0",3,0,1,NA
"Karenge","Nyabubare",3048,292000,"0",1,0,1,NA
"Karenge","Nyabubare",3050,3500,"0",3,0,1,NA
"Karenge","Nyakabuye",3057,80000,"0",2,0,5,NA
"Karenge","Nyakabuye",3058,24000,"36000",7,0,1,NA
"Karenge","Nyakabuye",3059,0,"150000",5,1,5,5
"Karenge","Nyakabuye",3060,35000,"0",3,0,5,NA
"Karenge","Nyamatete",3062,184600,"200000",7,1,1,5
"Karenge","Nyamatete",3063,0,"0",7,0,1,NA
"Karenge","Nyamatete",3065,125200,"0",4,0,1,NA
"Karenge","Rebero",3033,610000,"120000",2,0,1,NA
"Karenge","Rebero",3034,32000,"0",3,0,5,NA
"Karenge","Rebero",3035,4e+05,"0",4,0,1,NA
"Karenge","Runzenze",3017,19000,"0",1,0,6,NA
"Karenge","Runzenze",3018,3e+05,"0",3,0,5,NA
"Karenge","Runzenze",3020,0,"0",7,0,1,NA
"Karenge","Runzenze",3115,255550,"0",2,0,1,NA
"Karenge","Runzenze",3116,0,"0",0,0,NA,NA
"Karenge","Runzenze",3117,180000,"0",3,0,5,NA
"Karenge","Runzenze",3118,0,"0",2,0,1,NA
"Karenge","Ryamugabo",3038,30000,"0",2,0,1,NA
"Kigabiro","Bugugu",1077,0,"0",3,0,1,NA
"Kigabiro","Bugugu",1078,0,"0",0,0,NA,NA
"Kigabiro","Bugugu",1080,0,"0",1,0,5,NA
"Kigabiro","Gahonogo",1056,0,"0",1,2,5,5
"Kigabiro","Gahonogo",1057,7500,"0",6,0,5,NA
"Kigabiro","Gahonogo",1058,0,"500000",4,2,5,5
"Kigabiro","Gahonogo",1059,0,"0",5,0,5,NA
"Kigabiro","Gahonogo",1060,0,"500000",2,0,1,NA
"Kigabiro","Kamanga",1084,0,"100000",3,0,5,NA
"Kigabiro","Kamanga",1086,0,"270000",7,1,5,5
"Kigabiro","Kamanga",1087,5000,"0",1,0,5,NA
"Kigabiro","Kamanga",1088,0,"0",0,0,NA,NA
"Kigabiro","Kamanga",1090,4000,"0",1,0,5,NA
"Kigabiro","Kamanga",1091,0,"0",4,0,5,NA
"Kigabiro","Kamanga",1093,0,"0",5,0,6,NA
"Kigabiro","Kamanga",1094,0,"450000",3,0,5,NA
"Kigabiro","Kamanga",1095,24000,"0",1,0,5,NA
"Kigabiro","Kigega",1061,0,"20000",2,0,5,NA
"Kigabiro","Kigega",1063,0,"0",6,0,5,NA
"Kigabiro","Kigega",1064,0,"0",1,0,5,NA
"Kigabiro","Kigega",1065,220000,"150000",2,0,5,NA
"Kigabiro","Kigega",1066,7000,"0",1,0,1,NA
"Kigabiro","Kigega",1067,0,"230000",0,0,NA,NA
"Kigabiro","Kigega",1068,0,"200000",3,0,5,NA
"Kigabiro","Kigega",1070,0,"0",1,0,5,NA
"Kigabiro","Kirehe",1071,0,"50000",1,0,5,NA
"Kigabiro","Kirehe",1072,0,"0",0,0,NA,NA
"Kigabiro","Kirehe",1073,5000,"300000",4,0,5,NA
"Kigabiro","Kirehe",1074,0,"400000",1,1,5,5
"Kigabiro","Kirehe",1075,15000,"7000",1,0,5,NA
"Kigabiro","Kiruhura",1101,0,"80000",7,4,1,5
"Kigabiro","Kiruhura",1103,0,"300000",0,0,NA,NA
"Kigabiro","Kiruhura",1104,40000,"0",7,2,1,5
"Kigabiro","Kiruhura",1105,30000,"20000",4,0,5,NA
"Kigabiro","Rushangara",1097,0,"0",0,0,NA,NA
"Kigabiro","Rushangara",1098,54000,"0",7,0,1,NA
"Kigabiro","Rushangara",1100,0,"0",7,0,1,NA
"Kigabiro","Rushangara",2019,135400,"0",0,0,NA,NA
"Kigabiro","Umuganura",1051,0,"0",2,0,5,NA
"Kigabiro","Umuganura",1052,0,"500000",2,3,5,5
"Kigabiro","Umuganura",1053,0,"200000",7,0,1,NA
"Kigabiro","Umuganura",1054,50000,"580000",3,3,1,5
"Kigabiro","Umuganura",1079,0,"0",1,0,5,NA
"Kigabiro","Umuganura",1081,10000,"140000",0,0,NA,NA
"Muyumbu","Bitega",3105,50000,"0",3,0,5,NA
"Muyumbu","Bitega",3106,0,"0",1,0,5,NA
"Muyumbu","Bitega",3107,140000,"0",0,3,NA,5
"Muyumbu","Bitega",3110,15000,"0",3,0,1,NA
"Muyumbu","Bitega",3111,0,"0",0,0,NA,NA
"Muyumbu","Bitega",3112,0,"0",0,0,NA,NA
"Muyumbu","Bitega",3113,0,"0",3,0,5,NA
"Muyumbu","Bitega",3114,0,"0",0,0,NA,NA
"Muyumbu","Bitega",3520,0,"0",0,0,NA,NA
"Muyumbu","Bitega",3521,30000,"50000",7,0,5,NA
"Muyumbu","Bitega",3522,5e+05,"0",7,0,5,NA
"Muyumbu","Bitega",3523,450000,"0",2,0,5,NA
"Muyumbu","Bitega",3524,150000,"400000",7,0,5,NA
"Muyumbu","Bitega",3525,6e+05,"0",7,0,1,NA
"Muyumbu","Bitega",3526,0,"0",0,0,NA,NA
"Muyumbu","Bitega",3527,0,"360000",0,0,NA,NA
"Muyumbu","Bitega",3528,0,"0",7,0,5,NA
"Muyumbu","Bitega",3529,0,"150000",3,0,1,NA
"Muyumbu","Bitega",3530,0,"0",3,0,1,NA
"Muyumbu","Bitega",3531,0,"0",0,0,NA,NA
"Muyumbu","Bitega",3532,0,"100000",0,0,NA,NA
"Muyumbu","Bitega",3533,3e+05,"0",NA,NA,NA,NA
"Muyumbu","Bitega",3534,12000,"100000",2,2,1,5
"Muyumbu","Bitega",3535,4e+05,"0",4,0,5,NA
"Muyumbu","Bitega",3536,0,"0",4,0,1,NA
"Muyumbu","Bitega",3537,0,"0",3,0,5,NA
"Muyumbu","Bitega",3538,0,"0",3,0,5,NA
"Muyumbu","Bitega",3539,0,"0",0,0,NA,NA
"Muyumbu","Bitega",3540,0,"0",3,0,5,NA
"Muyumbu","Bitega",3541,50000,"0",3,5,5,5
"Muyumbu","Bitega",3542,0,"0",3,0,5,NA
"Muyumbu","Bitega",3543,0,"0",3,0,5,NA
"Muyumbu","Bitega",3544,0,"0",4,0,5,NA
"Muyumbu","Bitega",3545,0,"0",NA,NA,NA,NA
"Muyumbu","Bitega",3546,0,"0",1,0,1,NA
"Muyumbu","Bitega",3548,0,"30000",1,0,1,NA
"Muyumbu","Bitega",3549,0,"0",4,0,5,NA
"Muyumbu","Bitega",3550,160000,"0",7,3,5,5
"Muyumbu","Bitega",3551,0,"50000",3,0,5,NA
"Muyumbu","Bitega",3552,0,"0",2,0,5,NA
"Muyumbu","Bitega",3554,120000,"0",5,0,5,NA
"Muyumbu","Bitega",3555,0,"45960",3,0,5,NA
"Muyumbu","Bitega",3556,5000,"0",7,0,1,NA
"Muyumbu","Bitega",3558,0,"0",7,0,5,NA
"Muyumbu","Bitega",3560,0,"0",2,0,5,NA
"Muyumbu","Bitega",3561,0,"0",3,0,5,NA
"Muyumbu","Bitega",3562,0,"0",4,0,5,NA
"Muyumbu","Bitega",3563,0,"0",0,0,NA,NA
"Muyumbu","Bitega",3564,0,"0",3,0,5,NA
"Muyumbu","Bitega",3565,3000,"0",4,0,5,NA
"Muyumbu","Bitega",3567,250000,"0",7,0,1,NA
"Muyumbu","Bitega",3568,0,"0",7,0,1,NA
"Muyumbu","Bitega",3570,0,"30000",2,0,5,NA
"Muyumbu","Gakomeye",2011,8100,"0",7,0,5,NA
"Muyumbu","Gakomeye",2012,0,"0",0,0,NA,NA
"Muyumbu","Gakomeye",2013,0,"0",7,0,5,NA
"Muyumbu","Gakomeye",2014,0,"0",0,0,NA,NA
"Muyumbu","Gasave",2018,10000,"10000",3,0,5,NA
"Muyumbu","Gasave",2022,0,"0",7,0,1,NA
"Muyumbu","Gasave",2024,25000,"6000",3,1,1,5
"Muyumbu","Gasave",2109,0,"0",1,0,5,NA
"Muyumbu","Gisenyi",2026,135000,"0",3,2,1,5
"Muyumbu","Gisenyi",2027,101700,"0",5,0,5,NA
"Muyumbu","Gisenyi",2030,0,"0",0,0,NA,NA
"Muyumbu","Gisenyi",2032,15000,"0",4,0,1,NA
"Muyumbu","Gisenyi",2057,1236000,"150000",6,0,1,NA
"Muyumbu","Kajororo",2031,0,"0",5,0,1,NA
"Muyumbu","Kajororo",3451,0,"0",2,0,1,NA
"Muyumbu","Kajororo",3452,0,"0",3,2,5,5
"Muyumbu","Kajororo",3453,6000,"0",1,0,5,NA
