"sector","village","HHID","income1","income2","days_flour","days_bread","source_flour","source_bread"
"Mwulire","Rugenge",3784,0,"0",3,0,1,NA
"Mwulire","Rugenge",3785,0,"0",3,0,5,NA
"Mwulire","Rugenge",3787,0,"0",2,0,5,NA
"Mwulire","Rugenge",3788,50000,"0",2,1,1,5
"Mwulire","Rugenge",3789,0,"0",3,0,5,NA
"Mwulire","Rugenge",4001,0,"0",0,0,NA,NA
"Mwulire","Rugenge",4002,136000,"27000",3,3,1,5
"Mwulire","Rugenge",4028,6000,"180000",3,0,5,NA
"Mwulire","Rugenge",4029,130000,"40000",6,3,5,5
"Mwulire","Rugenge",4030,0,"60000",7,0,5,NA
"Mwulire","Rugenge",4032,80000,"0",2,2,5,5
"Mwulire","Rugenge",4033,0,"16000",5,0,5,NA
"Mwulire","Rugenge",4034,2080,"0",2,0,1,NA
"Mwulire","Rugenge",4147,50000,"0",5,0,1,NA
"Mwulire","Rugenge",4148,0,"0",3,0,5,NA
"Mwulire","Rugenge",4152,0,"0",7,0,1,NA
"Mwulire","Rugenge",4153,170000,"100000",3,0,5,NA
"Mwulire","Rugenge",4155,0,"0",0,0,NA,NA
"Mwulire","Rugenge",4156,0,"0",0,0,NA,NA
"Mwulire","Rugenge",4158,5e+05,"1000000",2,0,5,NA
"Mwulire","Rugenge",4159,0,"160000",3,3,5,5
"Mwulire","Rugenge",4160,0,"0",7,0,5,NA
"Mwulire","Rugenge",4163,0,"0",2,0,1,NA
"Mwulire","Rugenge",4164,0,"300000",6,0,5,NA
"Mwulire","Rugenge",4165,0,"0",7,0,1,NA
"Mwulire","Rugenge",4166,45000,"0",3,0,1,NA
"Mwulire","Rugenge",4168,103000,"0",2,0,5,NA
"Mwulire","Rugenge",4169,0,"0",1,0,1,NA
"Mwulire","Rugenge",4171,0,"0",5,0,5,NA
"Mwulire","Rugenge",4172,0,"0",5,0,5,NA
"Mwulire","Rugenge",4175,84000,"0",7,0,1,NA
"Mwulire","Rugenge",4176,0,"0",7,0,1,NA
"Mwulire","Rugenge",4178,2250,"0",1,0,5,NA
"Mwulire","Rugenge",4179,0,"0",0,0,NA,NA
"Mwulire","Rugenge",4184,0,"0",0,0,NA,NA
"Mwulire","Rugenge",4185,210000,"0",3,0,5,NA
"Mwulire","Rugenge",4188,272500,"50000",7,2,5,5
"Mwulire","Rugenge",4193,566000,"1500000",0,0,NA,NA
"Mwulire","Rugenge",4194,0,"20000",7,0,1,NA
"Mwulire","Rwimbogo",1001,25000,"20000",7,1,1,5
"Mwulire","Rwimbogo",1002,44000,"0",7,0,1,NA
"Mwulire","Rwimbogo",1003,0,"0",7,0,1,NA
"Mwulire","Rwimbogo",1004,30000,"0",7,0,1,NA
"Mwulire","Rwimbogo",1006,0,"100000",7,0,1,NA
"Mwulire","Rwimbogo",1007,0,"0",0,0,NA,NA
"Mwulire","Rwimbogo",1008,88000,"0",5,0,1,NA
"Mwulire","Rwimbogo",1009,48500,"31000",2,0,5,NA
"Mwulire","Rwimbogo",1010,0,"0",2,1,5,5
"Mwulire","Rwimbogo",1041,12000,"0",7,0,5,NA
"Mwulire","Rwimbogo",1042,0,"0",2,2,5,5
"Mwulire","Rwimbogo",1043,74000,"0",2,0,1,NA
"Mwulire","Rwimbogo",1044,1e+05,"180000",7,0,5,NA
"Mwulire","Rwimbogo",1045,250000,"150000",2,0,1,NA
"Mwulire","Rwimbogo",1046,0,"38000",7,0,1,NA
"Mwulire","Rwimbogo",1047,30000,"0",3,2,5,5
"Mwulire","Rwimbogo",1048,1800,"0",3,0,5,NA
"Mwulire","Rwimbogo",1049,0,"0",2,0,1,NA
"Mwulire","Rwimbogo",4053,0,"0",1,1,5,5
"Mwulire","Rwimbogo",4056,0,"17000",7,0,5,NA
"Mwulire","Rwimbogo",4207,138600,"100000",3,0,5,NA
"Mwulire","Rwimbogo",4208,81000,"60000",5,0,1,NA
"Nyamirama","Nyarunazi",7001,0,"0",7,0,5,NA
"Nyamirama","Nyarunazi",7002,20000,"0",3,0,1,NA
"Nyamirama","Nyarunazi",7003,0,"0",7,0,1,NA
"Nyamirama","Nyarunazi",7004,30000,"0",3,0,5,NA
"Nyamirama","Nyarunazi",7006,25000,"0",5,0,1,NA
"Nyamirama","Nyarunazi",7008,50000,"0",3,2,1,5
"Nyamirama","Nyarunazi",7009,30000,"0",2,0,5,NA
"Nyamirama","Nyarunazi",7010,0,"50000",4,0,5,NA
"Nyamirama","Nyarunazi",7011,84000,"0",7,3,1,5
"Nyamirama","Nyarunazi",7012,7500,"0",4,0,1,NA
"Nyamirama","Nyarunazi",7014,3000,"0",1,0,1,NA
"Nyamirama","Nyarunazi",7015,0,"60000",3,2,1,5
"Nyamirama","Nyarunazi",7016,0,"3000",7,0,1,NA
"Nyamirama","Nyarunazi",7017,0,"8500",0,0,NA,NA
"Nyamirama","Nyarunazi",7018,15000,"100000",2,0,1,NA
"Nyamirama","Nyarunazi",7019,0,"0",0,0,NA,NA
"Nyamirama","Nyarunazi",7021,25000,"40000",4,0,5,NA
"Nyamirama","Nyarunazi",7022,40000,"50000",5,0,1,NA
"Nyamirama","Nyarunazi",7023,10000,"0",7,0,1,NA
"Nyamirama","Nyarunazi",7024,24000,"500000",1,2,1,5
"Nyamirama","Nyarunazi",7026,28500,"-88",2,0,5,NA
"Nyamirama","Nyarunazi",7027,40000,"0",1,1,5,5
"Nyamirama","Nyarunazi",7028,71000,"60000",2,1,5,5
"Nyamirama","Nyarunazi",7029,7500,"20000",3,0,1,NA
"Nyamirama","Nyarunazi",7030,6000,"0",1,0,5,NA
"Nyamirama","Nyarunazi",7031,250000,"0",7,3,5,5
"Nyamirama","Nyarunazi",7032,40000,"0",0,0,NA,NA
"Nyamirama","Nyarunazi",7033,50000,"0",3,0,1,NA
"Nyamirama","Nyarunazi",7034,0,"0",3,0,5,NA
"Nyamirama","Nyarunazi",7036,0,"50000",4,0,1,NA
"Nyamirama","Nyarunazi",7037,80000,"0",3,5,1,5
"Nyamirama","Nyarunazi",7038,3e+05,"0",7,2,1,5
"Nyamirama","Nyarunazi",7039,9000,"0",3,0,1,NA
"Nyamirama","Nyarunazi",7041,0,"0",2,0,1,NA
"Nyamirama","Nyarunazi",7042,46000,"20000",1,0,5,NA
"Nyamirama","Nyarunazi",7043,0,"30000",2,0,5,NA
"Nyamirama","Nyarunazi",7044,84000,"300",7,0,1,NA
"Nyamirama","Nyarunazi",7046,50000,"200000",4,0,5,NA
"Nyamirama","Nyarunazi",7047,45000,"10000",5,0,1,NA
"Nyamirama","Nyarunazi",7048,0,"0",3,0,5,NA
"Nyamirama","Nyarunazi",7049,0,"0",1,0,5,NA
"Nyamirama","Nyarunazi",7051,0,"0",4,0,5,NA
"Nyamirama","Nyarunazi",7052,63000,"0",0,0,NA,NA
"Nyamirama","Nyarunazi",7053,0,"0",3,0,5,NA
"Nyamirama","Nyarunazi",7054,14000,"0",3,0,1,NA
"Nyamirama","Nyarunazi",7056,0,"180000",4,1,5,5
"Nyamirama","Nyarunazi",7057,0,"0",7,0,1,NA
"Nyamirama","Nyarunazi",7058,0,"0",0,1,NA,5
"Nyamirama","Nyarunazi",7059,0,"1000000",0,3,NA,5
"Nyamirama","Nyarunazi",7061,0,"100000",3,2,5,5
"Nyamirama","Nyarunazi",7062,0,"20000",3,3,5,5
"Nyamirama","Nyarunazi",7063,30000,"0",1,0,5,NA
"Nyamirama","Nyarunazi",7064,0,"0",5,0,5,NA
"Nyamirama","Nyarunazi",7066,20000,"0",7,0,1,NA
"Nyamirama","Nyarunazi",7067,5000,"0",7,0,1,NA
"Nyamirama","Nyarunazi",7068,25000,"0",3,0,1,NA
"Nyamirama","Nyarunazi",7069,0,"5000",3,0,5,NA
"Nyamirama","Nyarunazi",7071,30000,"10000",2,0,5,NA
"Nyamirama","Nyarunazi",7072,7000,"45000",3,0,5,NA
"Nyamirama","Nyarunazi",7073,0,"50000",2,0,5,NA
"Nyamirama","Nyarunazi",7074,50000,"0",0,0,NA,NA
"Nyamirama","Nyarunazi",7076,0,"0",4,4,4,5
"Nyamirama","Nyarunazi",7077,0,"0",3,0,5,NA
"Nyamirama","Nyarunazi",7079,0,"63000",1,0,5,NA
"Nyamirama","Nyarunazi",7080,60000,"0",0,0,NA,NA
"Nyamirama","Nyarunazi",7081,20000,"0",7,0,1,NA
"Nyamirama","Nyarunazi",7082,30000,"0",7,0,1,NA
"Nyamirama","Nyarunazi",7083,0,"0",4,0,1,NA
"Nyamirama","Nyarunazi",7084,0,"50000",3,0,5,NA
"Nyamirama","Nyarunazi",7086,10000,"0",0,0,NA,NA
"Nyamirama","Nyarunazi",7087,0,"50000",3,0,1,NA
"Nyamirama","Nyarunazi",7088,25000,"60000",7,0,5,NA
"Nyamirama","Nyarunazi",7089,150000,"0",7,0,5,NA
"Nyamirama","Nyarunazi",7091,32000,"50000",7,0,1,NA
"Nyamirama","Nyarunazi",7093,0,"100000",7,0,5,NA
"Nyamirama","Nyarunazi",7094,0,"0",NA,NA,NA,NA
"Nyamirama","Nyarunazi",7095,15000,"25000",3,0,5,NA
"Nyamirama","Nyarunazi",7096,16000,"0",0,0,NA,NA
"Nyamirama","Nyarunazi",7097,72000,"100000",0,0,NA,NA
"Nyamirama","Nyarunazi",7098,33500,"50000",0,0,NA,NA
"Nyamirama","Nyarunazi",7099,10000,"20000",6,0,1,NA
"Nyamirama","Nyarunazi",7101,0,"30000",5,0,1,NA
"Nyamirama","Nyarunazi",7102,30000,"0",7,0,1,NA
"Nyamirama","Nyarunazi",7103,0,"12000",0,0,NA,NA
"Nyamirama","Nyarunazi",7104,0,"0",1,0,5,NA
"Nzige","Agasharu",2090,9e+05,"0",2,0,1,NA
"Nzige","Agasharu",3086,42000,"0",7,0,5,NA
"Nzige","Agasharu",3087,5000,"0",3,0,5,NA
"Nzige","Agasharu",3088,-88,"0",2,0,1,NA
"Nzige","Agasharu",3219,280000,"0",7,2,1,5
"Nzige","Agasharu",3220,0,"0",0,0,NA,NA
"Nzige","Agasharu",3221,0,"0",0,0,NA,NA
"Nzige","Agasharu",3222,0,"0",1,0,5,NA
"Nzige","Agasharu",3223,30000,"0",7,0,5,NA
"Nzige","Agasharu",3224,18000,"0",7,5,1,5
"Nzige","Agasharu",3225,50000,"0",1,0,5,NA
"Nzige","Agasharu",3226,0,"0",6,0,5,NA
"Nzige","Agasharu",3227,2500,"40000",7,0,5,NA
"Nzige","Agasharu",3228,10000,"0",3,0,5,NA
"Nzige","Agasharu",3229,11000,"0",1,0,5,NA
"Nzige","Agasharu",3230,0,"600000",7,3,5,5
"Nzige","Agasharu",3231,85000,"8000",0,0,NA,NA
"Nzige","Agasharu",3232,40000,"0",0,0,NA,NA
"Nzige","Agasharu",3233,0,"0",43,3,5,5
"Nzige","Agasharu",3234,8e+05,"0",7,0,5,NA
"Nzige","Agasharu",3235,5e+05,"200000",0,0,NA,NA
"Nzige","Agasharu",3236,0,"35000",6,0,1,NA
"Nzige","Agasharu",3237,184000,"160000",7,7,1,5
"Nzige","Agasharu",3254,0,"0",2,0,1,NA
"Nzige","Agasharu",3274,27000,"0",4,0,1,NA
"Nzige","Agasharu",3275,1e+05,"0",2,0,5,NA
"Nzige","Agasharu",3276,0,"0",0,0,NA,NA
"Nzige","Agasharu",3277,15000,"0",2,0,1,NA
"Nzige","Agasharu",3278,0,"0",7,3,5,5
"Nzige","Agasharu",3279,0,"0",0,0,NA,NA
"Nzige","Agasharu",3280,0,"0",0,0,NA,NA
"Nzige","Agasharu",3281,0,"0",0,0,NA,NA
"Nzige","Agasharu",3282,45000,"0",0,0,NA,NA
"Nzige","Agasharu",3283,20000,"0",7,0,1,NA
"Nzige","Agasharu",3284,0,"0",1,0,5,NA
"Nzige","Agasharu",3346,0,"0",4,0,1,NA
"Nzige","Agasharu",3383,10000,"0",7,4,5,5
"Nzige","Agasharu",3386,0,"0",0,0,NA,NA
"Nzige","Agasharu",3388,0,"0",0,0,NA,NA
"Nzige","Agasharu",3389,360000,"0",1,7,1,5
"Nzige","Akanzige",2017,60000,"40000",3,0,5,NA
"Nzige","Akanzige",2023,6960,"0",2,0,1,NA
"Nzige","Akanzige",4104,0,"189000",0,2,NA,5
"Nzige","Akanzige",4107,0,"0",2,0,5,NA
"Nzige","Akanzige",4374,18000,"0",3,0,1,NA
"Nzige","Bitega",3081,10000,"0",1,1,5,5
"Nzige","Bitega",3082,0,"70000",4,5,1,5
"Nzige","Bitega",3083,80000,"50000",7,0,1,NA
"Nzige","Bitega",3084,50000,"0",4,0,1,NA
"Nzige","Bitega",3085,50000,"0",3,0,5,NA
"Nzige","Gatoki",2106,21000,"0",7,0,1,NA
"Nzige","Gatoki",2107,0,"0",3,0,5,NA
"Nzige","Gatoki",2108,0,"50000",3,0,5,NA
"Nzige","Gatoki",2110,28000,"0",3,0,1,NA
"Nzige","Gikoni",2072,0,"0",2,0,5,NA
"Nzige","Gikoni",2101,0,"0",2,0,1,NA
"Nzige","Gikoni",2102,0,"0",2,1,1,5
"Nzige","Gikoni",2103,0,"0",2,0,5,NA
"Nzige","Gikoni",4109,3000,"0",1,0,1,NA
"Nzige","Gikoni",4110,0,"0",8,0,5,NA
"Nzige","Gikoni",4111,0,"0",0,0,NA,NA
"Nzige","Gikoni",4112,15000,"100000",2,0,5,NA
"Nzige","Gikoni",4114,15000,"0",0,0,NA,NA
"Nzige","Gikoni",4115,10000,"0",1,0,1,NA
"Nzige","Gikoni",4116,124000,"0",7,0,1,NA
"Nzige","Gisenyi",4058,77450,"0",7,2,1,5
"Nzige","Gisenyi",4059,21500,"0",3,0,5,NA
"Nzige","Gisenyi",4060,0,"0",1,0,1,NA
"Nzige","Gisenyi",4062,0,"300000",4,3,1,5
"Nzige","Gisenyi",4376,27000,"0",3,0,5,NA
"Nzige","Gisenyi",4377,0,"0",6,0,1,NA
"Nzige","Gisenyi",4378,82000,"350000",9,2,1,5
"Nzige","Kabeza",2112,25000,"810000",3,0,5,NA
"Nzige","Kabeza",2113,0,"0",3,0,6,NA
"Nzige","Kabeza",2114,0,"12000",0,0,NA,NA
"Nzige","Kabeza",2115,80000,"45000",5,0,5,NA
"Nzige","Kajevuba",4064,2e+05,"250000",3,0,1,NA
"Nzige","Kajevuba",4068,0,"0",2,0,6,NA
"Nzige","Kajevuba",4069,0,"50000",2,2,5,5
"Nzige","Kajevuba",4070,0,"0",2,0,5,NA
"Nzige","Kajevuba",4209,0,"0",0,0,NA,NA
"Nzige","Kajevuba",4210,270000,"0",2,0,1,NA
"Nzige","Kamakuka",3252,0,"0",1,2,5,5
"Nzige","Kamakuka",3309,150000,"50000",14,0,1,NA
"Nzige","Kamakuka",3311,125000,"0",10,0,1,NA
"Nzige","Kamakuka",3312,0,"0",7,0,5,NA
"Nzige","Kamakuka",3313,0,"0",3,0,5,NA
"Nzige","Kamakuka",3361,30000,"0",3,0,5,NA
"Nzige","Kamakuka",3362,0,"50000",2,1,5,5
"Nzige","Kamakuka",3363,0,"50000",2,0,5,NA
"Nzige","Kamakuka",3364,4000,"0",5,2,1,5
"Nzige","Kamakuka",3365,2000,"0",2,0,5,NA
"Nzige","Kamakuka",3366,0,"1600000",1,0,5,NA
"Nzige","Kamakuka",3367,0,"0",0,0,NA,NA
"Nzige","Kamakuka",3368,2000,"24000",7,0,1,NA
"Nzige","Kamakuka",3369,7500,"0",0,0,NA,NA
"Nzige","Kamakuka",3370,70000,"100000",2,0,5,NA
"Nzige","Kamakuka",3371,0,"0",0,0,NA,NA
"Nzige","Kamakuka",3372,0,"0",2,2,5,5
"Nzige","Kamakuka",3373,0,"27000",0,0,NA,NA
"Nzige","Kamakuka",3376,74000,"30000",0,3,NA,5
"Nzige","Kamakuka",3378,0,"0",4,0,1,NA
"Nzige","Kamakuka",3379,0,"0",2,0,5,NA
"Nzige","Kamakuka",3380,30000,"0",1,0,5,NA
"Nzige","Kamakuka",3381,0,"100000",2,0,5,NA
"Nzige","Kamakuka",3391,0,"80000",3,0,1,NA
"Nzige","Kamakuka",3395,0,"0",3,1,1,5
"Nzige","Kamakuka",3397,30000,"0",2,1,5,5
"Nzige","Kamakuka",3398,10000,"0",0,0,NA,NA
"Nzige","Kibabara",3091,0,"0",3,2,5,5
"Nzige","Kibabara",3092,0,"0",3,0,1,NA
"Nzige","Kibabara",3093,0,"0",3,0,5,NA
"Nzige","Kibabara",3171,0,"20000",7,0,5,NA
"Nzige","Kibabara",3200,10000,"245000",7,0,1,NA
"Nzige","Kibabara",3201,0,"0",2,0,5,NA
"Nzige","Kibabara",3202,0,"0",3,1,5,5
"Nzige","Kibabara",3203,40000,"0",1,0,1,NA
"Nzige","Kibabara",3204,0,"50000",3,0,5,NA
"Nzige","Kibabara",3205,3080000,"0",4,0,5,NA
"Nzige","Kibabara",3206,0,"0",2,0,5,NA
"Nzige","Kibabara",3207,0,"200000",2,0,5,NA
"Nzige","Kibabara",3208,1083000,"1000000",7,0,1,NA
"Nzige","Kibabara",3209,0,"200000",2,0,5,NA
"Nzige","Kibabara",3210,0,"40000",2,0,5,NA
"Nzige","Kibabara",3213,0,"150000",0,0,NA,NA
"Nzige","Kibabara",3214,46000,"0",2,0,5,NA
"Nzige","Kibabara",3215,15000,"0",7,0,1,NA
"Nzige","Kibabara",3216,0,"0",7,0,1,NA
"Nzige","Kibabara",3240,0,"0",0,0,NA,NA
"Nzige","Kibabara",3241,0,"0",7,0,1,NA
"Nzige","Kibabara",3242,0,"0",4,0,5,NA
"Nzige","Kibabara",3243,3000,"0",2,0,5,NA
"Nzige","Kibabara",3244,0,"70000",NA,NA,NA,NA
"Nzige","Kibabara",3245,150000,"30000",2,0,1,NA
"Nzige","Kibabara",3246,10000,"2000",3,0,5,NA
"Nzige","Kibabara",3247,-88,"40000",2,0,5,NA
"Nzige","Kibabara",3248,0,"0",1,0,5,NA
"Nzige","Kibabara",3249,0,"0",0,0,NA,NA
"Nzige","Kibabara",3250,0,"0",7,7,1,5
"Nzige","Kibabara",3251,0,"50000",7,0,5,NA
"Nzige","Kibabara",3253,0,"0",2,0,5,NA
"Nzige","Kibabara",3255,0,"150000",7,0,5,NA
"Nzige","Kibabara",3256,0,"50000",7,0,6,NA
"Nzige","Kibabara",3257,12000,"0",1,0,5,NA
"Nzige","Kibabara",3258,0,"0",14,0,5,NA
"Nzige","Kibabara",3259,0,"0",7,0,5,NA
"Nzige","Kibabara",3260,0,"50000",2,0,5,NA
"Nzige","Kibabara",3261,20000,"200000",7,0,1,NA
"Nzige","Kibabara",3262,0,"0",0,0,NA,NA
"Nzige","Kibabara",3263,20000,"0",7,0,1,NA
"Nzige","Kibabara",3264,75000,"35000",7,0,5,NA
"Nzige","Kibabara",3265,0,"0",2,0,5,NA
"Nzige","Kibabara",3266,0,"0",0,0,NA,NA
"Nzige","Kibabara",3267,0,"0",7,2,1,5
"Nzige","Kibabara",3268,0,"0",0,0,NA,NA
"Nzige","Kibabara",3269,430000,"56000",2,0,1,NA
"Nzige","Kibabara",3270,25000,"0",6,0,1,NA
"Nzige","Kibabara",3272,30000,"0",2,0,1,NA
"Nzige","Kibabara",3273,0,"0",3,0,5,NA
"Nzige","Kibabara",3286,15000,"0",5,0,5,NA
"Nzige","Kibabara",3287,40000,"0",7,0,1,NA
"Nzige","Kibabara",3288,0,"0",7,0,1,NA
"Nzige","Kibabara",3289,70000,"0",2,0,1,NA
"Nzige","Kibabara",3291,0,"0",0,0,NA,NA
"Nzige","Kibabara",3292,0,"0",7,0,5,NA
"Nzige","Kibabara",3292,0,"0",7,0,5,NA
"Nzige","Kibabara",3293,0,"0",3,0,1,NA
"Nzige","Kibabara",3294,150000,"15000",5,0,5,NA
"Nzige","Kibabara",3382,0,"200000",2,2,5,5
"Nzige","Kibabara",3384,0,"0",0,0,NA,NA
"Nzige","Ndinda",3096,38600,"0",0,0,NA,NA
"Nzige","Ndinda",3097,0,"0",2,0,5,NA
"Nzige","Ndinda",3098,10000,"0",3,0,5,NA
"Nzige","Ndinda",3099,0,"0",NA,NA,NA,NA
"Nzige","Ndinda",3297,0,"50000",7,0,5,NA
"Nzige","Ndinda",3298,0,"40000",0,0,NA,NA
"Nzige","Ndinda",3299,156000,"50000",5,0,5,NA
"Nzige","Ndinda",3301,0,"11200000",7,2,5,5
"Nzige","Ndinda",3303,0,"50",7,1,1,5
"Nzige","Ndinda",3304,0,"48000",7,0,1,NA
"Nzige","Ndinda",3305,0,"10000",2,0,5,NA
"Nzige","Ndinda",3306,30000,"0",3,0,5,NA
"Nzige","Ndinda",3307,0,"70000",7,7,5,5
"Nzige","Ndinda",3308,0,"300000",3,0,5,NA
"Nzige","Ndinda",3317,1e+05,"0",7,0,1,NA
"Nzige","Ndinda",3318,0,"0",4,0,1,NA
"Nzige","Ndinda",3319,25000,"0",2,1,1,5
"Nzige","Ndinda",3320,0,"0",0,0,NA,NA
"Nzige","Ndinda",3321,0,"0",3,0,1,NA
"Nzige","Ndinda",3322,0,"0",0,0,NA,NA
"Nzige","Ndinda",3323,20000,"0",3,2,1,5
"Nzige","Ndinda",3324,0,"0",0,0,NA,NA
"Nzige","Ndinda",3325,4e+05,"0",1,0,1,NA
"Nzige","Ndinda",3326,153600,"40000",0,0,NA,NA
"Nzige","Ndinda",3327,0,"100000",5,0,1,NA
"Nzige","Ndinda",3328,0,"0",0,0,NA,NA
"Nzige","Ndinda",3329,0,"0",0,0,NA,NA
"Nzige","Ndinda",3330,0,"0",1,0,1,NA
"Nzige","Ndinda",3331,0,"20000",7,0,1,NA
"Nzige","Ndinda",3332,25000,"0",7,0,5,NA
"Nzige","Ndinda",3333,0,"0",0,0,NA,NA
"Nzige","Ndinda",3334,0,"0",7,7,5,5
"Nzige","Ndinda",3336,75000,"0",5,0,1,NA
"Nzige","Ndinda",3337,0,"50000",4,0,1,NA
"Nzige","Ndinda",3338,50000,"0",5,0,1,NA
"Nzige","Ndinda",3339,0,"0",0,2,NA,5
"Nzige","Ndinda",3340,25000,"0",5,0,1,NA
"Nzige","Ndinda",3341,120000,"0",4,0,1,NA
"Nzige","Ndinda",3342,51000,"85000",5,1,1,5
"Nzige","Ndinda",3343,0,"150000",1,0,5,NA
"Nzige","Ndinda",3344,0,"0",7,0,1,NA
"Nzige","Ndinda",3345,80000,"0",7,0,1,NA
"Nzige","Ndinda",3349,26800,"15000",3,0,5,NA
"Nzige","Ndinda",3350,32000,"0",3,0,1,NA
"Nzige","Ndinda",3351,0,"0",4,0,5,NA
"Nzige","Ndinda",3352,0,"0",2,0,1,NA
"Nzige","Ndinda",3354,0,"40000",0,0,NA,NA
"Nzige","Ndinda",3355,0,"0",2,0,5,NA
"Nzige","Ndinda",3356,0,"0",7,0,1,NA
"Nzige","Ndinda",3357,0,"0",1,0,1,NA
"Nzige","Ndinda",3359,11500,"0",3,0,5,NA
"Nzige","Ndinda",3392,45000,"0",0,0,NA,NA
"Nzige","Ndinda",3399,0,"0",7,0,5,NA
"Nzige","Ndinda",3400,0,"0",0,0,NA,NA
"Nzige","Nyabugogo",1106,227000,"0",0,0,NA,NA
"Nzige","Nyabugogo",1107,0,"0",7,0,5,NA
"Nzige","Nyabugogo",1108,0,"0",7,0,5,NA
"Nzige","Nyabugogo",1109,20000,"0",1,0,1,NA
"Nzige","Nyabugogo",1110,50000,"0",1,0,1,NA
"Nzige","Nyabugogo",3066,135000,"300000",2,0,1,NA
"Nzige","Nyabugogo",3068,0,"0",1,0,6,NA
"Nzige","Nyabugogo",3070,0,"0",4,0,5,NA
"Nzige","Nyabugogo",3071,0,"0",4,0,1,NA
"Nzige","Nyabugogo",3072,0,"0",2,0,1,NA
"Nzige","Nyabugogo",3073,0,"0",4,0,1,NA
"Nzige","Nyabugogo",3074,30000,"0",3,0,1,NA
"Nzige","Nyabugogo",3076,36000,"0",1,0,1,NA
"Nzige","Nyabugogo",3077,50000,"0",7,0,1,NA
"Nzige","Nyabugogo",3078,0,"80000",2,0,1,NA
"Nzige","Nyabugogo",3079,30000,"0",3,2,1,5
"Nzige","Nyabugogo",3080,0,"0",0,0,NA,NA
"Nzige","Nyarusange",2116,185000,"0",3,3,1,5
"Nzige","Nyarusange",2117,92000,"0",0,0,NA,NA
"Nzige","Nyarusange",2118,55000,"30000",2,0,5,NA
"Nzige","Nyarusange",2120,65000,"0",2,0,1,NA
"Nzige","Rugunga",4074,0,"0",1,0,5,NA
"Nzige","Rugunga",4076,84000,"0",0,0,NA,NA
"Nzige","Rugunga",4077,0,"0",0,0,NA,NA
"Nzige","Rugunga",4079,0,"0",3,2,5,5
"Nzige","Rugunga",4380,81000,"15000",0,4,NA,5
"Nzige","Rugunga",4381,0,"0",7,0,1,NA
"Nzige","Rugunga",4382,0,"150000",0,0,NA,NA
"Nzige","Rugunga",4383,7500,"0",2,0,1,NA
"Rwinkwavu","Rubirizi",2082,0,"100000",3,0,1,NA
"Rwinkwavu","Rubirizi",2096,10000,"0",7,0,6,NA
"Rwinkwavu","Rubirizi",7106,1e+05,"20000",4,0,1,NA
"Rwinkwavu","Rubirizi",7109,0,"0",7,0,1,NA
"Rwinkwavu","Rubirizi",7110,45000,"150000",7,0,5,NA
"Rwinkwavu","Rubirizi",7111,150000,"30000",7,0,1,NA
"Rwinkwavu","Rubirizi",7112,1e+05,"0",7,0,5,NA
"Rwinkwavu","Rubirizi",7125,150000,"0",7,0,5,NA
